id,wh,fg_sku_code,mth_num,mto_demand_next_month,mts_demand_next_month,inventory_days_norm,store_cost,mts_demand_next_3_months,min_os,max_os,min_cs,max_cs,max_sup_lim,m1os_gfc,m1os_kfc,m1os_nfc,fg_wt_per_unit,cs_norm,norm_markup,m1os_x,next_3_months_demand_total,os_gfc,in_gfc,out_gfc,cs_gfc,max_supply_gfc,os_kfc,in_kfc,out_kfc,cs_kfc,max_supply_kfc,os_nfc,in_nfc,out_nfc,cs_nfc,max_supply_nfc,os_x,in_x,out_x,cs_x,max_supply_x,os_tot,in_tot,out_tot,cs_tot,max_supply_tot,cs_wt_gfc,cs_wt_kfc,cs_wt_nfc,final_norm,avg_stock,supply_gfc,supply_kfc,supply_nfc,supply_x,os_ge_min,os_le_max,cs_ge_min,cs_le_max,storage_cost,icc,row_cost,storage_cost_v2,workbook_id,created_at,updated_at,os_gfc_formula,in_gfc_formula,out_gfc_formula,cs_gfc_formula,os_kfc_formula,in_kfc_formula,out_kfc_formula,cs_kfc_formula,os_nfc_formula,in_nfc_formula,out_nfc_formula,cs_nfc_formula,os_x_formula,in_x_formula,out_x_formula,cs_x_formula,os_tot_formula,in_tot_formula,out_tot_formula,cs_tot_formula,storage_cost_formula,storage_cost_v2_formula,avg_stock_formula,cs_wt_gfc_formula,cs_wt_kfc_formula,cs_wt_nfc_formula
599,GFCM,4001310401,15,26.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,12.0000,0.00,1.00,0.00,0.00,0.00,15.60,13.00,2.60,0.00,0.00,7.80,7.80,0.00,0.00,0.00,2.60,5.20,-2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,26.00,0.00,0.00,31.2000,0.0000,-31.2000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC363,,=[1]T_02t!U1156 + [1]T_02t!U7684,=Z364+AA364-AB364,=AH363,,=[1]T_02t!V1156 + [1]T_02t!V7684,=AE364+AF364-AG364,=AM363,,=[1]T_02t!W1156 + [1]T_02t!W7684,=AJ364+AK364-AL364,=AR363,,,=AO364+AP364-AQ364,=Z364+AE364+AJ364+AO364,=AA364+AF364+AK364+AP364,=AB364+AG364+AL364+AQ364,=AC364+AH364+AM364+AR364,,,,=AC364*U364,=AH364*U364,=AM364*U364
600,GFCM,4001310401,16,26.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,12.0000,0.00,1.00,0.00,0.00,0.00,15.60,13.00,2.60,0.00,0.00,7.80,7.80,0.00,0.00,0.00,2.60,5.20,-2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,26.00,0.00,0.00,31.2000,0.0000,-31.2000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC364,,=[1]T_02t!U1157 + [1]T_02t!U7685,=Z365+AA365-AB365,=AH364,,=[1]T_02t!V1157 + [1]T_02t!V7685,=AE365+AF365-AG365,=AM364,,=[1]T_02t!W1157 + [1]T_02t!W7685,=AJ365+AK365-AL365,=AR364,,,=AO365+AP365-AQ365,=Z365+AE365+AJ365+AO365,=AA365+AF365+AK365+AP365,=AB365+AG365+AL365+AQ365,=AC365+AH365+AM365+AR365,,,,=AC365*U365,=AH365*U365,=AM365*U365
601,GFCM,4001310402,5,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,14.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=R366,,=[1]T_02t!U1158 + [1]T_02t!U7686 + [1]T_02t!U13278,=Z366+AA366-AB366,=S366,,=[1]T_02t!V1158 + [1]T_02t!V7686 + [1]T_02t!V13278,=AE366+AF366-AG366,=T366,,=[1]T_02t!W1158 + [1]T_02t!W7686 + [1]T_02t!W13278,=AJ366+AK366-AL366,=X366,,,=AO366+AP366-AQ366,=Z366+AE366+AJ366+AO366,=AA366+AF366+AK366+AP366,=AB366+AG366+AL366+AQ366,=AC366+AH366+AM366+AR366,,,,=AC366*U366,=AH366*U366,=AM366*U366
602,GFCM,4001310402,6,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,14.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC366,,=[1]T_02t!U1159 + [1]T_02t!U7687 + [1]T_02t!U13279,=Z367+AA367-AB367,=AH366,,=[1]T_02t!V1159 + [1]T_02t!V7687 + [1]T_02t!V13279,=AE367+AF367-AG367,=AM366,,=[1]T_02t!W1159 + [1]T_02t!W7687 + [1]T_02t!W13279,=AJ367+AK367-AL367,=AR366,,,=AO367+AP367-AQ367,=Z367+AE367+AJ367+AO367,=AA367+AF367+AK367+AP367,=AB367+AG367+AL367+AQ367,=AC367+AH367+AM367+AR367,,,,=AC367*U367,=AH367*U367,=AM367*U367
603,GFCM,4001310402,7,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,14.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC367,,=[1]T_02t!U1160 + [1]T_02t!U7688 + [1]T_02t!U13280,=Z368+AA368-AB368,=AH367,,=[1]T_02t!V1160 + [1]T_02t!V7688 + [1]T_02t!V13280,=AE368+AF368-AG368,=AM367,,=[1]T_02t!W1160 + [1]T_02t!W7688 + [1]T_02t!W13280,=AJ368+AK368-AL368,=AR367,,,=AO368+AP368-AQ368,=Z368+AE368+AJ368+AO368,=AA368+AF368+AK368+AP368,=AB368+AG368+AL368+AQ368,=AC368+AH368+AM368+AR368,,,,=AC368*U368,=AH368*U368,=AM368*U368
604,GFCM,4001310402,8,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,14.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC368,,=[1]T_02t!U1161 + [1]T_02t!U7689 + [1]T_02t!U13281,=Z369+AA369-AB369,=AH368,,=[1]T_02t!V1161 + [1]T_02t!V7689 + [1]T_02t!V13281,=AE369+AF369-AG369,=AM368,,=[1]T_02t!W1161 + [1]T_02t!W7689 + [1]T_02t!W13281,=AJ369+AK369-AL369,=AR368,,,=AO369+AP369-AQ369,=Z369+AE369+AJ369+AO369,=AA369+AF369+AK369+AP369,=AB369+AG369+AL369+AQ369,=AC369+AH369+AM369+AR369,,,,=AC369*U369,=AH369*U369,=AM369*U369
605,GFCM,4001310402,9,22.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,14.0000,0.00,1.00,0.00,0.00,0.00,13.20,11.00,2.20,0.00,0.00,6.60,6.60,0.00,0.00,0.00,2.20,4.40,-2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,22.00,0.00,0.00,30.8000,0.0000,-30.8000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC369,,=[1]T_02t!U1162 + [1]T_02t!U7690 + [1]T_02t!U13282,=Z370+AA370-AB370,=AH369,,=[1]T_02t!V1162 + [1]T_02t!V7690 + [1]T_02t!V13282,=AE370+AF370-AG370,=AM369,,=[1]T_02t!W1162 + [1]T_02t!W7690 + [1]T_02t!W13282,=AJ370+AK370-AL370,=AR369,,,=AO370+AP370-AQ370,=Z370+AE370+AJ370+AO370,=AA370+AF370+AK370+AP370,=AB370+AG370+AL370+AQ370,=AC370+AH370+AM370+AR370,,,,=AC370*U370,=AH370*U370,=AM370*U370
606,GFCM,4001310402,10,15.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,14.0000,0.00,1.00,0.00,0.00,0.00,9.00,7.50,1.50,0.00,0.00,4.50,4.50,0.00,0.00,0.00,1.50,3.00,-1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,0.00,21.0000,0.0000,-21.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC370,,=[1]T_02t!U1163 + [1]T_02t!U7691 + [1]T_02t!U13283,=Z371+AA371-AB371,=AH370,,=[1]T_02t!V1163 + [1]T_02t!V7691 + [1]T_02t!V13283,=AE371+AF371-AG371,=AM370,,=[1]T_02t!W1163 + [1]T_02t!W7691 + [1]T_02t!W13283,=AJ371+AK371-AL371,=AR370,,,=AO371+AP371-AQ371,=Z371+AE371+AJ371+AO371,=AA371+AF371+AK371+AP371,=AB371+AG371+AL371+AQ371,=AC371+AH371+AM371+AR371,,,,=AC371*U371,=AH371*U371,=AM371*U371
607,GFCM,4001310402,11,45.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,14.0000,0.00,1.00,0.00,0.00,0.00,27.00,22.50,4.50,0.00,0.00,13.50,13.50,0.00,0.00,0.00,4.50,9.00,-4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,45.00,0.00,0.00,63.0000,0.0000,-63.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC371,,=[1]T_02t!U1164 + [1]T_02t!U7692 + [1]T_02t!U13284,=Z372+AA372-AB372,=AH371,,=[1]T_02t!V1164 + [1]T_02t!V7692 + [1]T_02t!V13284,=AE372+AF372-AG372,=AM371,,=[1]T_02t!W1164 + [1]T_02t!W7692 + [1]T_02t!W13284,=AJ372+AK372-AL372,=AR371,,,=AO372+AP372-AQ372,=Z372+AE372+AJ372+AO372,=AA372+AF372+AK372+AP372,=AB372+AG372+AL372+AQ372,=AC372+AH372+AM372+AR372,,,,=AC372*U372,=AH372*U372,=AM372*U372
608,GFCM,4001310402,12,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,14.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC372,,=[1]T_02t!U1165 + [1]T_02t!U7693 + [1]T_02t!U13285,=Z373+AA373-AB373,=AH372,,=[1]T_02t!V1165 + [1]T_02t!V7693 + [1]T_02t!V13285,=AE373+AF373-AG373,=AM372,,=[1]T_02t!W1165 + [1]T_02t!W7693 + [1]T_02t!W13285,=AJ373+AK373-AL373,=AR372,,,=AO373+AP373-AQ373,=Z373+AE373+AJ373+AO373,=AA373+AF373+AK373+AP373,=AB373+AG373+AL373+AQ373,=AC373+AH373+AM373+AR373,,,,=AC373*U373,=AH373*U373,=AM373*U373
609,GFCM,4001310402,13,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,14.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC373,,=[1]T_02t!U1166 + [1]T_02t!U7694 + [1]T_02t!U13286,=Z374+AA374-AB374,=AH373,,=[1]T_02t!V1166 + [1]T_02t!V7694 + [1]T_02t!V13286,=AE374+AF374-AG374,=AM373,,=[1]T_02t!W1166 + [1]T_02t!W7694 + [1]T_02t!W13286,=AJ374+AK374-AL374,=AR373,,,=AO374+AP374-AQ374,=Z374+AE374+AJ374+AO374,=AA374+AF374+AK374+AP374,=AB374+AG374+AL374+AQ374,=AC374+AH374+AM374+AR374,,,,=AC374*U374,=AH374*U374,=AM374*U374
610,GFCM,4001310402,14,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,14.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC374,,=[1]T_02t!U1167 + [1]T_02t!U7695 + [1]T_02t!U13287,=Z375+AA375-AB375,=AH374,,=[1]T_02t!V1167 + [1]T_02t!V7695 + [1]T_02t!V13287,=AE375+AF375-AG375,=AM374,,=[1]T_02t!W1167 + [1]T_02t!W7695 + [1]T_02t!W13287,=AJ375+AK375-AL375,=AR374,,,=AO375+AP375-AQ375,=Z375+AE375+AJ375+AO375,=AA375+AF375+AK375+AP375,=AB375+AG375+AL375+AQ375,=AC375+AH375+AM375+AR375,,,,=AC375*U375,=AH375*U375,=AM375*U375
611,GFCM,4001310402,15,21.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,14.0000,0.00,1.00,0.00,0.00,0.00,12.60,10.50,2.10,0.00,0.00,6.30,6.30,0.00,0.00,0.00,2.10,4.20,-2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,21.00,0.00,0.00,29.4000,0.0000,-29.4000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC375,,=[1]T_02t!U1168 + [1]T_02t!U7696 + [1]T_02t!U13288,=Z376+AA376-AB376,=AH375,,=[1]T_02t!V1168 + [1]T_02t!V7696 + [1]T_02t!V13288,=AE376+AF376-AG376,=AM375,,=[1]T_02t!W1168 + [1]T_02t!W7696 + [1]T_02t!W13288,=AJ376+AK376-AL376,=AR375,,,=AO376+AP376-AQ376,=Z376+AE376+AJ376+AO376,=AA376+AF376+AK376+AP376,=AB376+AG376+AL376+AQ376,=AC376+AH376+AM376+AR376,,,,=AC376*U376,=AH376*U376,=AM376*U376
612,GFCM,4001310402,16,21.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,14.0000,0.00,1.00,0.00,0.00,0.00,12.60,10.50,2.10,0.00,0.00,6.30,6.30,0.00,0.00,0.00,2.10,4.20,-2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,21.00,0.00,0.00,29.4000,0.0000,-29.4000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC376,,=[1]T_02t!U1169 + [1]T_02t!U7697 + [1]T_02t!U13289,=Z377+AA377-AB377,=AH376,,=[1]T_02t!V1169 + [1]T_02t!V7697 + [1]T_02t!V13289,=AE377+AF377-AG377,=AM376,,=[1]T_02t!W1169 + [1]T_02t!W7697 + [1]T_02t!W13289,=AJ377+AK377-AL377,=AR376,,,=AO377+AP377-AQ377,=Z377+AE377+AJ377+AO377,=AA377+AF377+AK377+AP377,=AB377+AG377+AL377+AQ377,=AC377+AH377+AM377+AR377,,,,=AC377*U377,=AH377*U377,=AM377*U377
613,GFCM,4001310408,5,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,12.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=R378,,=[1]T_02t!U4230,=Z378+AA378-AB378,=S378,,=[1]T_02t!V4230,=AE378+AF378-AG378,=T378,,=[1]T_02t!W4230,=AJ378+AK378-AL378,=X378,,,=AO378+AP378-AQ378,=Z378+AE378+AJ378+AO378,=AA378+AF378+AK378+AP378,=AB378+AG378+AL378+AQ378,=AC378+AH378+AM378+AR378,,,,=AC378*U378,=AH378*U378,=AM378*U378
614,GFCM,4001310408,6,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,12.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC378,,=[1]T_02t!U4231,=Z379+AA379-AB379,=AH378,,=[1]T_02t!V4231,=AE379+AF379-AG379,=AM378,,=[1]T_02t!W4231,=AJ379+AK379-AL379,=AR378,,,=AO379+AP379-AQ379,=Z379+AE379+AJ379+AO379,=AA379+AF379+AK379+AP379,=AB379+AG379+AL379+AQ379,=AC379+AH379+AM379+AR379,,,,=AC379*U379,=AH379*U379,=AM379*U379
615,GFCM,4001310408,7,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,12.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC379,,=[1]T_02t!U4232,=Z380+AA380-AB380,=AH379,,=[1]T_02t!V4232,=AE380+AF380-AG380,=AM379,,=[1]T_02t!W4232,=AJ380+AK380-AL380,=AR379,,,=AO380+AP380-AQ380,=Z380+AE380+AJ380+AO380,=AA380+AF380+AK380+AP380,=AB380+AG380+AL380+AQ380,=AC380+AH380+AM380+AR380,,,,=AC380*U380,=AH380*U380,=AM380*U380
616,GFCM,4001310408,8,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,12.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC380,,=[1]T_02t!U4233,=Z381+AA381-AB381,=AH380,,=[1]T_02t!V4233,=AE381+AF381-AG381,=AM380,,=[1]T_02t!W4233,=AJ381+AK381-AL381,=AR380,,,=AO381+AP381-AQ381,=Z381+AE381+AJ381+AO381,=AA381+AF381+AK381+AP381,=AB381+AG381+AL381+AQ381,=AC381+AH381+AM381+AR381,,,,=AC381*U381,=AH381*U381,=AM381*U381
617,GFCM,4001310408,9,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,12.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC381,,=[1]T_02t!U4234,=Z382+AA382-AB382,=AH381,,=[1]T_02t!V4234,=AE382+AF382-AG382,=AM381,,=[1]T_02t!W4234,=AJ382+AK382-AL382,=AR381,,,=AO382+AP382-AQ382,=Z382+AE382+AJ382+AO382,=AA382+AF382+AK382+AP382,=AB382+AG382+AL382+AQ382,=AC382+AH382+AM382+AR382,,,,=AC382*U382,=AH382*U382,=AM382*U382
618,GFCM,4001310408,10,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,12.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC382,,=[1]T_02t!U4235,=Z383+AA383-AB383,=AH382,,=[1]T_02t!V4235,=AE383+AF383-AG383,=AM382,,=[1]T_02t!W4235,=AJ383+AK383-AL383,=AR382,,,=AO383+AP383-AQ383,=Z383+AE383+AJ383+AO383,=AA383+AF383+AK383+AP383,=AB383+AG383+AL383+AQ383,=AC383+AH383+AM383+AR383,,,,=AC383*U383,=AH383*U383,=AM383*U383
619,GFCM,4001310408,11,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,12.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC383,,=[1]T_02t!U4236,=Z384+AA384-AB384,=AH383,,=[1]T_02t!V4236,=AE384+AF384-AG384,=AM383,,=[1]T_02t!W4236,=AJ384+AK384-AL384,=AR383,,,=AO384+AP384-AQ384,=Z384+AE384+AJ384+AO384,=AA384+AF384+AK384+AP384,=AB384+AG384+AL384+AQ384,=AC384+AH384+AM384+AR384,,,,=AC384*U384,=AH384*U384,=AM384*U384
620,GFCM,4001310408,12,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,12.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC384,,=[1]T_02t!U4237,=Z385+AA385-AB385,=AH384,,=[1]T_02t!V4237,=AE385+AF385-AG385,=AM384,,=[1]T_02t!W4237,=AJ385+AK385-AL385,=AR384,,,=AO385+AP385-AQ385,=Z385+AE385+AJ385+AO385,=AA385+AF385+AK385+AP385,=AB385+AG385+AL385+AQ385,=AC385+AH385+AM385+AR385,,,,=AC385*U385,=AH385*U385,=AM385*U385
621,GFCM,4001310408,13,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,12.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC385,,=[1]T_02t!U4238,=Z386+AA386-AB386,=AH385,,=[1]T_02t!V4238,=AE386+AF386-AG386,=AM385,,=[1]T_02t!W4238,=AJ386+AK386-AL386,=AR385,,,=AO386+AP386-AQ386,=Z386+AE386+AJ386+AO386,=AA386+AF386+AK386+AP386,=AB386+AG386+AL386+AQ386,=AC386+AH386+AM386+AR386,,,,=AC386*U386,=AH386*U386,=AM386*U386
